163	213412	46973
164	213076	47253
165	212685	47521
166	212179	47762
167	211559	47976
168	211034	48211
169	210696	48489
170	210421	48780
171	209943	49025
172	209457	49267
173	208930	49498
174	208514	49755
175	208057	50002
176	207628	50255
177	207142	50494
178	206660	50733
179	206168	50969
180	205727	51217
181	205333	51476
182	204889	51722
183	204461	51972
184	204043	52223
185	203571	52460
186	203094	52696
187	202636	52935
188	202353	53220
189	201905	53462
190	201473	53707
191	201038	53951
192	200729	54228
193	200343	54484
194	200008	54754
195	199581	54998
196	199184	55250
197	198773	55498
198	198310	55730
199	197860	55966
200	197621	56261
201	197270	56524
202	196944	56794
203	196546	57043
204	196172	57299
205	195691	57523
206	195315	57777
207	194977	58042
208	194600	58295
209	194193	58539
210	193845	58800
211	193447	59046
212	193061	59295
213	192651	59536
214	192321	59802
215	191959	60057
216	191555	60299
217	191173	60547
218	190807	60800
219	190488	61068
220	190143	61327
221	189763	61575
222	189350	61811
223	189000	62068
224	188645	62322
225	188276	62572
226	187909	62822
227	187489	63054
228	187108	63299
229	186695	63532
230	186382	63799
231	186044	64057
232	185763	64335
233	185410	64587
234	185001	64819
235	184625	65063
236	184281	65318
237	183881	65552
238	183522	65801
239	183205	66065
240	182823	66304
241	182495	66563
242	182088	66793
243	181717	67035
244	181335	67273
245	180943	67508
246	180542	67737
247	180239	68004
248	179888	68252
249	179551	68505
250	179216	68759
251	178869	69008
252	178522	69256
253	178120	69483
254	177837	69756
255	177536	70022
256	177212	70278
257	176901	70540
258	176550	70785
259	176264	71056
260	175915	71302
261	175542	71537
262	175165	71770
263	174807	72011
264	174467	72259
265	174149	72516
266	173784	72753
267	173462	73008
268	173103	73246
269	172860	73534
270	172495	73770
271	172146	74011
272	171828	74267
273	171519	74526
274	171253	74803
275	170916	75049
276	170571	75292
277	170263	75550
278	169813	75746
279	169507	76005
280	169168	76249
281	168836	76495
282	168501	76740
283	168142	76974
284	167785	77208
285	167505	77478
286	167198	77735
287	166854	77974
288	166535	78225
289	166180	78459
290	165903	78729
291	165642	79007
292	165312	79251
293	164958	79484
294	164621	79725
295	164316	79982
296	163992	80228
297	163660	80470
298	163331	80714
299	163022	80968
300	162688	81208
301	162373	81458
302	162027	81692
303	161698	81934
304	161383	82183
305	161053	82424
306	160742	82675
307	160416	82917
308	160087	83158
309	159902	83474
310	159640	83750
311	159320	83995
312	159013	84247
313	158702	84496
314	158414	84758
315	158122	85017
316	157821	85272
317	157473	85501
318	157193	85766
319	156857	86000
320	156563	86258
321	156252	86506
322	155911	86737
323	155618	86995
324	155276	87225
325	154960	87468
326	154668	87726
327	154377	87984
328	154063	88228
329	153722	88457
330	153397	88695
331	153083	88939
332	152868	89240
333	152585	89502
334	152331	89781
335	152018	90024
336	151733	90285
337	151394	90513
338	151115	90776
339	150784	91009
340	150507	91274
341	150171	91502
342	149877	91756
343	149593	92016
344	149322	92283
345	149038	92543
346	148767	92811
347	148504	93084
348	148206	93335
349	147909	93586
350	147626	93846
351	147295	94075
352	146977	94312
353	146672	94557
354	146345	94789
355	146038	95032
356	145754	95290
357	145439	95528
358	145169	95795
359	144899	96062
360	144609	96316
361	144300	96557
362	143997	96802
363	143704	97054
364	143387	97288
365	143103	97546
366	142798	97788
367	142469	98014
368	142198	98280
369	141887	98518
370	141592	98766
371	141271	98997
372	141022	99277
373	140735	99531
374	140498	99820
375	140231	100088
376	139934	100335
377	139625	100573
378	139326	100818
379	139025	101060
380	138742	101316
381	138460	101573
382	138187	101836
383	137867	102064
384	137590	102324
385	137287	102564
386	137028	102838
387	136745	103093
388	136469	103353
389	136187	103609
390	135908	103867
391	135621	104119
392	135323	104361
393	135042	104617
394	134753	104867
395	134454	105109
396	134158	105353
397	133873	105605
398	133572	105845
399	133284	106094
400	132994	106342
401	132690	106578
402	132406	106831
403	132139	107096
404	131874	107364
405	131598	107623
406	131306	107868
407	131022	108120
408	130769	108397
409	130507	108667
410	130237	108930
411	129949	109178
412	129676	109439
413	129428	109721
414	129156	109982
415	128876	110237
416	128594	110489
417	128298	110730
418	128033	110997
419	127743	111243
420	127435	111472
421	127109	111686
422	126862	111968
423	126571	112212
424	126258	112436
425	125991	112701
426	125715	112957
427	125424	113201
428	125147	113456
429	124866	113708
430	124589	113963
431	124288	114197
432	124008	114448
433	123743	114715
434	123429	114935
435	123198	115233
436	122939	115504
437	122638	115737
438	122379	116008
439	122110	116270
440	121809	116501
441	121536	116759
442	121261	117016
443	121000	117285
444	120732	117548
445	120456	117802
446	120171	118049
447	119874	118283
448	119579	118518
449	119298	118768
450	119021	119021
451	118744	119274
452	118462	119522
453	118203	119794
454	117929	120049
455	117651	120301
456	117381	120560
457	117077	120785
458	116808	121046
459	116539	121307
460	116261	121557
461	115988	121814
462	115711	122066
463	115409	122292
464	115118	122528
465	114838	122776
466	114550	123016
467	114260	123253
468	114011	123534
469	113741	123793
470	113459	124038
471	113178	124285
472	112891	124524
473	112617	124778
474	112344	125032
475	112080	125297
476	111826	125573
477	111557	125832
478	111289	126093
479	111013	126343
480	110725	126580
481	110456	126840
482	110191	127102
483	109916	127354
484	109623	127586
485	109351	127840
486	109071	128086
487	108793	128333
488	108511	128576
489	108235	128826
490	107938	129051
491	107645	129279
492	107357	129515
493	107077	129758
494	106813	130022
495	106536	130269
496	106265	130524
497	105984	130766
498	105710	131017
499	105449	131284
500	105188	131551
501	104914	131802
502	104641	132054
503	104371	132309
504	104102	132565
505	103826	132813
506	103553	133065
507	103274	133307
508	102992	133548
509	102727	133809
510	102471	134081
511	102206	134343
512	101932	134592
513	101674	134863
514	101412	135128
515	101154	135399
516	100877	135644
517	100612	135906
518	100343	136161
519	100079	136424
520	99804	136671
521	99536	136928
522	99254	137166
523	98972	137403
524	98692	137642
525	98405	137872
526	98131	138120
527	97870	138386
528	97633	138687
529	97381	138965
530	97104	139209
531	96818	139439
532	96524	139657
533	96240	139890
534	95959	140126
535	95694	140386
536	95415	140625
537	95141	140872
538	94873	141128
539	94605	141382
540	94325	141619
541	94040	141849
542	93767	142095
543	93495	142343
544	93222	142590
545	92952	142842
546	92692	143108
547	92425	143364
548	92185	143662
549	91921	143922
550	91654	144179
551	91382	144426
552	91113	144679
553	90857	144951
554	90584	145197
555	90303	145430
556	90037	145687
557	89734	145884
558	89448	146108
559	89171	146346
560	88903	146598
561	88641	146862
562	88372	147112
563	88100	147358
564	87836	147617
565	87574	147880
566	87303	148127
567	87042	148391
568	86790	148671
569	86528	148934
570	86269	149202
571	86008	149466
572	85736	149711
573	85479	149982
574	85212	150235
575	84943	150486
576	84671	150731
577	84393	150965
578	84123	151211
579	83847	151449
580	83577	151697
581	83323	151974
582	83058	152230
583	82783	152468
584	82516	152720
585	82249	152974
586	81998	153255
587	81717	153482
588	81468	153768
589	81203	154024
590	80948	154299
591	80679	154549
592	80447	154867
593	80189	155137
594	79925	155396
595	79660	155651
596	79381	155881
597	79114	156133
598	78847	156385
599	78567	156611
600	78311	156885
601	78043	157134
602	77774	157382
603	77513	157645
604	77231	157867
605	76958	158104
606	76679	158331
607	76409	158575
608	76142	158826
609	75877	159081
610	75614	159340
611	75359	159615
612	75100	159882
613	74831	160129
614	74565	160382
615	74304	160644
616	74040	160900
617	73773	161149
618	73515	161421
619	73243	161659
620	72986	161929
621	72730	162203
622	72467	162464
623	72194	162699
624	71929	162953
625	71671	163221
626	71402	163468
627	71130	163703
628	70866	163959
629	70603	164219
630	70347	164492
631	70075	164730
632	69807	164976
633	69539	165221
634	69284	165497
635	69027	165771
636	68755	166007
637	68490	166259
638	68216	166491
639	67947	166732
640	67678	166976
641	67411	167221
642	67154	167493
643	66889	167745
644	66620	167988
645	66355	168240
646	66089	168489
647	65841	168784
648	65580	169044
649	65315	169296
650	65049	169547
651	64800	169839
652	64534	170087
653	64267	170335
654	64008	170603
655	63745	170858
656	63470	171083
657	63205	171332
658	62933	171566
659	62660	171795
660	62396	172047
661	62130	172295
662	61862	172537
663	61601	172798
664	61335	173044
665	61070	173293
666	60806	173546
667	60541	173794
668	60267	174018
669	60003	174270
670	59738	174518
671	59491	174822
672	59221	175054
673	58952	175292
674	58694	175561
675	58426	175802
676	58161	176050
677	57897	176299
678	57633	176551
679	57369	176802
680	57106	177055
681	56836	177287
682	56574	177545
683	56311	177798
684	56051	178061
685	55789	178317
686	55518	178544
687	55253	178791
688	54990	179044
689	54729	179303
690	54461	179539
691	54195	179781
692	53928	180020
693	53665	180273
694	53404	180531
695	53137	180773
696	52873	181020
697	52606	181257
698	52343	181508
699	52079	181759
700	51818	182016
701	51554	182261
702	51289	182506
703	51026	182757
704	50763	183009
705	50501	183264
706	50238	183511
707	49980	183783
708	49721	184047
709	49456	184289
710	49189	184526
711	48928	184783
712	48665	185032
713	48401	185278
714	48139	185533
715	47874	185772
716	47611	186024
717	47343	186254
718	47084	186516
719	46816	186747
720	46551	186988
721	46286	187226
722	46025	187482
723	45765	187743
724	45511	188028
725	45253	188297
726	44992	188553
727	44736	188830
728	44470	189065
729	44202	189290
730	43945	189562
731	43684	189820
732	43421	190066
733	43155	190301
734	42893	190550
735	42631	190801
736	42368	191050
737	42107	191301
738	41842	191539
739	41585	191813
740	41322	192060
741	41060	192309
742	40795	192543
743	40534	192798
744	40271	193045
745	40008	193289
746	39746	193537
747	39481	193770
748	39218	194016
749	38958	194271
750	38701	194548
751	38446	194827
752	38183	195071
753	37920	195315
754	37659	195568
755	37396	195814
756	37132	196049
757	36866	196275
758	36608	196545
759	36349	196804
760	36090	197068
761	35832	197339
762	35574	197608
763	35314	197866
764	35051	198107
765	34795	198386
766	34537	198657
767	34274	198895
768	34011	199133
769	33756	199422
770	33499	199697
771	33243	199981
772	32985	200248
773	32720	200476
774	32458	200725
775	32197	200976
776	31934	201211
777	31676	201485
778	31414	201726
779	31156	201996
780	30894	202240
781	30630	202470
782	30366	202700
783	30103	202938
784	29845	203206
785	29586	203470
786	29323	203708
787	29065	203976
788	28805	204236
789	28546	204493
790	28285	204744
791	28031	205044
792	27776	205335
793	27519	205614
794	27263	205908
795	27004	206172
796	26746	206444
797	26488	206715
798	26229	206978
799	25968	207230
800	25707	207477
801	25446	207725
802	25184	207970
803	24921	208194
804	24660	208448
805	24400	208699
806	24137	208935
807	23876	209180
808	23615	209428
809	23355	209676
810	23096	209945
811	22838	210215
812	22577	210466
813	22315	210699
814	22054	210947
815	21793	211189
816	21530	211413
817	21268	211643
818	21009	211913
819	20749	212158
820	20488	212406
821	20227	212650
822	19969	212926
823	19709	213176
824	19451	213442
825	19192	213710
826	18932	213963
827	18671	214203
828	18413	214483
829	18155	214748
830	17894	214998
831	17635	215257
832	17377	215528
833	17115	215763
834	16856	216016
835	16594	216253
836	16333	216484
837	16072	216724
838	15812	216966
839	15551	217202
840	15291	217454
841	15031	217693
842	14771	217947
843	14512	218209
844	14253	218461
845	13992	218704
846	13732	218947
847	13473	219198
848	13213	219449
849	12952	219679
850	12694	219954
851	12434	220195
852	12175	220445
853	11915	220701
854	11655	220942
855	11395	221180
856	11135	221420
857	10876	221671
858	10616	221913
859	10356	222141
860	10097	222410
861	9838	222661
862	9579	222913
863	9321	223195
864	9061	223427
865	8802	223681
866	8542	223920
867	8285	224217
868	8027	224509
869	7768	224759
870	7509	225016
871	7249	225260
872	6990	225520
873	6731	225771
874	6472	226012
875	6213	226257
876	5954	226516
877	5694	226756
878	5435	227007
879	5176	227249
880	4917	227494
881	4658	227735
882	4399	227992
883	4140	228237
884	3881	228484
885	3622	228755
886	3364	229020
887	3105	229257
888	2846	229501
889	2587	229754
890	2328	230027
891	2069	230266
892	1810	230512
893	1552	230754
894	1293	231000
895	1034	231255
896	775	231478
897	517	231754
898	258	232007
899	0	232245
