iter	Logloss
190	0.1525977533
191	0.1525797128
192	0.1525716
193	0.1525621058
194	0.152556256
195	0.152547775
196	0.1525371112
197	0.1525263962
198	0.152514518
199	0.1525015421
200	0.1524904161
201	0.1524798811
202	0.1524750833
203	0.1524653433
204	0.1524574283
205	0.1524479868
206	0.1524337977
207	0.1524236216
208	0.1524151692
209	0.1524075516
210	0.1524016944
211	0.1523952628
212	0.1523845764
213	0.1523796041
214	0.1523684826
215	0.1523619972
216	0.1523553634
217	0.1523501589
218	0.1523457754
219	0.1523368796
220	0.1523301719
221	0.152323391
222	0.1523117584
223	0.1523062146
224	0.1522997144
225	0.1522939945
226	0.1522878948
227	0.15228104
228	0.1522725984
229	0.1522654153
230	0.1522598855
231	0.152255632
232	0.1522520224
233	0.1522459807
234	0.1522406278
235	0.1522294639
236	0.1522222783
237	0.1522161399
238	0.1522103354
239	0.1522056523
240	0.1522010708
241	0.1521921458
242	0.152184444
243	0.1521807742
244	0.1521763484
245	0.1521713592
246	0.1521650374
247	0.1521585184
248	0.1521533361
249	0.1521454572
250	0.1521417044
251	0.1521379074
252	0.1521313913
253	0.1521227337
254	0.1521151762
255	0.1521069129
256	0.1521019005
257	0.1520958529
258	0.1520920954
259	0.1520903617
260	0.1520871509
261	0.1520803472
262	0.1520763721
263	0.1520745096
264	0.1520711806
265	0.1520667664
266	0.1520652657
267	0.1520605238
268	0.1520515
269	0.1520473763
270	0.1520425529
271	0.1520346443
272	0.1520293163
273	0.1520258537
274	0.1520236873
275	0.1520167909
276	0.1520136986
277	0.1520074404
278	0.1520047204
279	0.1520010741
280	0.1519963271
281	0.1519930105
282	0.1519887012
283	0.1519850658
284	0.1519779222
285	0.1519701929
286	0.1519665587
287	0.1519627095
288	0.1519586056
289	0.1519545095
290	0.151951799
291	0.1519484028
292	0.1519438822
293	0.1519378749
294	0.1519342247
295	0.1519300447
296	0.1519269043
297	0.15192485
298	0.1519214288
299	0.1519194006
300	0.1519155901
301	0.1519106114
302	0.1519076976
303	0.1519036767
304	0.1519009896
305	0.1518965522
306	0.151892398
307	0.1518888475
308	0.1518839296
309	0.1518821802
310	0.1518796072
311	0.1518761732
312	0.1518719147
313	0.151869696
314	0.1518666708
315	0.1518636642
316	0.1518595538
317	0.1518567305
318	0.1518525874
319	0.1518503406
320	0.1518474625
321	0.1518450299
322	0.1518406702
323	0.1518378456
324	0.1518351172
325	0.1518315109
326	0.1518301127
327	0.1518283824
328	0.1518217765
329	0.1518174149
330	0.1518138149
331	0.1518105136
332	0.1518075506
333	0.1518055554
334	0.1518032752
335	0.15180019
336	0.1517986356
337	0.1517957959
338	0.1517936967
339	0.1517895224
340	0.151787325
341	0.1517837461
342	0.151781049
343	0.15177379
344	0.1517702941
345	0.1517685602
346	0.1517636814
347	0.1517614274
348	0.1517575416
349	0.1517538482
350	0.1517525931
351	0.1517511761
352	0.1517463016
353	0.1517444509
354	0.1517400993
355	0.1517379925
356	0.1517352754
357	0.1517337655
358	0.1517315438
359	0.1517276985
360	0.1517229467
361	0.1517203974
362	0.1517170039
363	0.15171413
364	0.1517113936
365	0.151710349
366	0.1517085581
367	0.1517033355
368	0.1517015886
369	0.1516980609
370	0.1516961548
371	0.1516929887
372	0.15169018
373	0.1516879299
374	0.1516857733
375	0.1516832543
376	0.1516803486
377	0.15167688
378	0.1516732903
379	0.1516697598
380	0.151665719
381	0.1516632649
382	0.1516614108
383	0.1516588021
384	0.151656686
385	0.1516522529
386	0.1516498022
387	0.1516472129
388	0.1516462982
389	0.1516439356
390	0.1516422219
391	0.1516395426
392	0.151636268
393	0.1516332839
394	0.151630873
395	0.1516289158
396	0.1516258559
397	0.1516233062
398	0.1516208902
399	0.1516191342
400	0.1516166533
401	0.1516134855
402	0.1516108831
403	0.1516071231
404	0.151603982
405	0.1516013143
406	0.1515997296
407	0.1515975098
408	0.1515950952
409	0.151593192
410	0.1515908035
411	0.1515891775
412	0.1515847168
413	0.1515825989
414	0.1515809319
415	0.1515783111
416	0.1515759267
417	0.1515742343
418	0.1515718375
419	0.1515706197
420	0.1515671871
421	0.1515667572
422	0.1515658744
423	0.1515634387
424	0.1515598793
425	0.1515579868
426	0.1515548645
427	0.1515511196
428	0.1515490015
429	0.1515467839
430	0.1515448449
431	0.1515417741
432	0.151539805
433	0.151537939
434	0.1515360028
435	0.151534323
436	0.1515323026
437	0.1515297171
438	0.1515276694
439	0.1515245483
440	0.1515227669
441	0.1515209334
442	0.151519382
443	0.1515175647
444	0.1515167188
445	0.1515128032
446	0.1515101489
447	0.1515084871
448	0.1515057685
449	0.1515042209
450	0.1515016541
451	0.1514992759
452	0.1514980553
453	0.1514956936
454	0.1514937391
455	0.1514917775
456	0.1514895318
457	0.1514872478
458	0.1514861053
459	0.1514839185
460	0.1514818138
461	0.1514809525
462	0.1514772733
463	0.151473124
464	0.1514705345
465	0.1514674995
466	0.1514653367
467	0.151463086
468	0.1514618129
469	0.1514596769
470	0.1514562117
471	0.1514539391
472	0.1514525148
473	0.1514509366
474	0.1514491521
475	0.1514473978
476	0.1514461437
477	0.1514429016
478	0.1514391666
479	0.1514371915
480	0.151435124
481	0.1514328829
482	0.1514309968
483	0.1514288224
484	0.1514266568
485	0.1514244151
486	0.1514220422
487	0.1514201705
488	0.1514176793
489	0.1514149558
490	0.1514126836
491	0.1514112066
492	0.1514088965
493	0.1514062477
494	0.1514046462
495	0.151401812
496	0.1514000249
497	0.15139905
498	0.1513967104
499	0.1513944183
500	0.1513928043
501	0.1513907804
502	0.1513879264
503	0.151386579
504	0.1513837902
505	0.1513817165
506	0.1513797811
507	0.1513780867
508	0.1513755704
509	0.1513732856
510	0.1513718541
511	0.1513702353
512	0.1513687341
513	0.1513658815
514	0.1513638337
515	0.1513614832
516	0.1513608005
517	0.1513588396
518	0.1513557507
519	0.1513540804
520	0.1513518468
521	0.1513494861
522	0.1513465129
523	0.1513429624
524	0.1513416344
525	0.1513397269
526	0.1513358057
527	0.1513347389
528	0.1513331222
529	0.1513317605
530	0.1513304749
531	0.1513284556
532	0.1513281197
533	0.1513255403
534	0.1513232192
535	0.1513220204
536	0.1513206178
537	0.1513181058
538	0.1513155414
539	0.1513127023
540	0.1513113446
541	0.1513079368
542	0.1513047131
543	0.1513028031
544	0.1513013076
545	0.1512993773
546	0.1512969646
547	0.1512958287
548	0.1512943508
549	0.151292358
550	0.1512905863
551	0.1512882057
552	0.1512869465
553	0.1512857546
554	0.1512834555
555	0.1512819375
556	0.1512805415
557	0.1512784535
558	0.15127665
559	0.1512750078
560	0.1512737348
561	0.1512727707
562	0.1512711281
563	0.1512682833
564	0.1512673372
565	0.1512653229
566	0.1512637921
567	0.1512606594
568	0.1512590913
569	0.1512564308
570	0.1512541581
571	0.151253223
572	0.1512501777
573	0.1512486491
574	0.1512463099
575	0.1512438307
576	0.1512417292
577	0.15123951
578	0.1512370657
579	0.1512344586
580	0.1512319656
581	0.151230872
582	0.1512287985
583	0.1512264928
584	0.1512249602
585	0.1512233692
586	0.1512223398
587	0.1512209786
588	0.1512193619
589	0.1512168518
590	0.1512143147
591	0.1512115366
592	0.15121056
593	0.1512088941
594	0.1512070598
595	0.1512060414
596	0.1512043968
597	0.1512012538
598	0.1511998826
599	0.151199081
600	0.1511967966
601	0.1511948055
602	0.1511920167
603	0.1511902568
604	0.1511882872
605	0.1511856029
606	0.1511836935
607	0.1511809357
608	0.1511799474
609	0.1511778345
610	0.1511749063
611	0.1511737342
612	0.1511719695
613	0.1511713048
614	0.1511694392
615	0.1511670225
616	0.1511655183
617	0.1511631445
618	0.1511605754
619	0.151158812
620	0.1511557808
621	0.1511536742
622	0.1511529571
623	0.151151461
624	0.1511497065
625	0.1511473791
626	0.1511446416
627	0.1511424882
628	0.1511411003
629	0.1511400626
630	0.1511382934
631	0.1511363638
632	0.1511340126
633	0.1511324093
634	0.1511305491
635	0.1511288566
636	0.1511265077
637	0.1511237923
638	0.1511223567
639	0.1511192855
640	0.1511187769
641	0.1511142879
642	0.151112954
643	0.1511109653
644	0.1511093174
645	0.1511070966
646	0.1511037377
647	0.1511023506
648	0.1511000845
649	0.151099341
650	0.1510983852
651	0.1510970863
652	0.1510956285
653	0.15109403
654	0.1510918081
655	0.1510892841
656	0.1510866391
657	0.1510849179
658	0.1510838969
659	0.1510827224
660	0.1510802655
661	0.151077736
662	0.1510761737
663	0.1510739157
664	0.1510713186
665	0.1510682914
666	0.1510669531
667	0.1510656506
668	0.1510641045
669	0.1510629499
670	0.1510608917
671	0.1510590537
672	0.1510574792
673	0.1510545566
674	0.1510521896
675	0.1510502435
676	0.1510485833
677	0.1510468985
678	0.1510452088
679	0.151043144
680	0.1510404463
681	0.1510390071
682	0.1510356342
683	0.1510338745
684	0.1510313863
685	0.1510294849
686	0.1510285901
687	0.1510257635
688	0.1510234439
689	0.1510210734
690	0.1510197033
691	0.1510176654
692	0.1510153564
693	0.1510122659
694	0.1510103671
695	0.1510080849
696	0.151006254
697	0.1510039648
698	0.151001702
699	0.1510005447
700	0.1509978448
701	0.1509960222
702	0.1509941514
703	0.1509922615
704	0.1509896542
705	0.1509884249
706	0.1509865619
707	0.1509825212
708	0.1509809628
709	0.1509785145
710	0.1509764167
711	0.1509751611
712	0.1509728729
713	0.1509716588
714	0.1509684303
715	0.1509658396
716	0.1509626332
717	0.1509615528
718	0.1509604589
719	0.1509589521
720	0.1509564448
721	0.1509539569
722	0.1509520211
723	0.1509507563
724	0.1509493734
725	0.1509480859
726	0.1509469409
727	0.150946001
728	0.1509445065
729	0.1509432535
730	0.150941286
731	0.1509397073
732	0.1509373377
733	0.1509350456
734	0.1509339662
735	0.1509320585
736	0.1509309895
737	0.1509293587
738	0.1509271806
739	0.1509256699
740	0.150923922
741	0.1509215637
742	0.1509168467
743	0.1509156959
744	0.1509144681
745	0.1509123759
746	0.1509104165
747	0.1509085492
748	0.1509069686
749	0.150905611
750	0.1509031493
751	0.150900912
752	0.1508985115
753	0.1508966156
754	0.1508948169
755	0.1508912888
756	0.1508893355
757	0.1508876262
758	0.150886679
759	0.1508858254
760	0.1508844823
761	0.1508826771
762	0.1508805629
763	0.1508783253
764	0.1508762601
765	0.1508739611
766	0.15087231
767	0.1508698172
768	0.1508675617
769	0.1508637284
770	0.1508616117
771	0.1508606149
772	0.150858768
773	0.1508559424
774	0.150853979
775	0.1508516596
776	0.1508509881
777	0.1508489702
778	0.1508475353
779	0.1508462295
780	0.1508443562
781	0.150843024
782	0.1508412451
783	0.1508397486
784	0.1508389513
785	0.1508376571
786	0.1508354171
787	0.1508345292
788	0.1508316362
789	0.1508296609
790	0.1508273711
791	0.1508262932
792	0.1508237907
793	0.150822048
794	0.1508207334
795	0.1508191963
796	0.1508173905
797	0.1508167793
798	0.1508150233
799	0.1508139816
800	0.1508124515
801	0.1508100817
802	0.1508080722
803	0.1508069998
804	0.1508053834
805	0.1508041685
806	0.1508018803
807	0.1507987781
808	0.150796956
809	0.1507952321
810	0.1507931792
811	0.1507910145
812	0.1507887955
813	0.1507867127
814	0.1507853329
815	0.1507828814
816	0.1507815826
817	0.1507801897
818	0.1507790249
819	0.1507775379
820	0.1507754267
821	0.1507732275
822	0.1507717256
823	0.1507701441
824	0.1507694583
825	0.1507681728
826	0.1507662404
827	0.150763809
828	0.1507631237
829	0.1507600261
830	0.1507584694
831	0.1507553814
832	0.1507537017
833	0.1507508856
834	0.1507487983
835	0.1507461445
836	0.1507447497
837	0.1507402173
838	0.1507385116
839	0.1507366521
840	0.150735275
841	0.1507330871
842	0.1507307858
843	0.1507292215
844	0.1507274476
845	0.1507257335
846	0.1507235768
847	0.1507210243
848	0.1507195517
849	0.1507176215
850	0.1507155799
851	0.1507139283
852	0.1507114328
853	0.1507090918
854	0.1507078375
855	0.1507047877
856	0.1507025931
857	0.1507003094
858	0.1506992172
859	0.1506966546
860	0.1506949054
861	0.1506931802
862	0.1506923666
863	0.150689848
864	0.1506889875
865	0.1506867714
866	0.1506849957
867	0.1506834626
868	0.1506824849
869	0.1506807619
870	0.150679607
871	0.1506780823
872	0.1506754381
873	0.1506739144
874	0.1506723883
875	0.1506703816
876	0.1506687042
877	0.1506667193
878	0.1506653602
879	0.1506637202
880	0.1506620135
881	0.1506600388
882	0.1506570744
883	0.1506554289
884	0.150654096
885	0.1506527249
886	0.1506508726
887	0.1506479274
888	0.1506458583
889	0.1506442926
890	0.1506420575
891	0.1506406194
892	0.1506386802
893	0.1506360683
894	0.1506333835
895	0.1506311298
896	0.1506295972
897	0.1506278181
898	0.1506262547
899	0.1506244755
